timestamp,iter,loss,vis_M,pts_M,vis_pct,blk,alloc_gb,rsv_gb,it_s,elapsed
"0323,13:40",20600,0.0559,1.1,4.59,24.0,8,0.34,1.21,15.8,
"0323,13:40",20610,0.0656,1.62,4.59,35.3,8,0.38,0.71,15.8,
"0323,13:40",20620,0.0675,1.28,4.59,27.9,8,0.3,1.18,15.8,
"0323,13:40",20630,0.0609,1.09,4.59,23.7,8,0.37,1.13,15.8,
"0323,13:40",20640,0.0592,1.56,4.59,33.9,8,0.39,0.63,15.8,
"0323,13:40",20650,0.0596,0.83,4.59,18.2,8,0.37,1.07,15.8,
"0323,13:40",20660,0.056,1.55,4.59,33.8,8,0.4,1.36,15.8,
"0323,13:40",20670,0.0582,0.68,4.59,14.7,8,0.28,0.96,15.8,
"0323,13:40",20680,0.0595,1.2,4.59,26.1,8,0.3,0.7,15.8,
"0323,13:40",20690,0.0491,1.07,4.59,23.4,8,0.32,1.3,15.8,
"0323,13:40",20700,0.0516,0.59,4.59,12.9,8,0.28,1.18,15.8,
"0323,13:40",20710,0.0651,1.19,4.59,25.9,8,0.31,0.5,15.8,
"0323,13:40",20720,0.0662,0.54,4.59,11.8,8,0.31,0.96,15.8,
"0323,13:40",20730,0.0545,1.39,4.59,30.2,8,0.35,1.16,15.8,
"0323,13:40",20740,0.0544,1.3,4.59,28.3,8,0.36,1.21,15.8,
"0323,13:40",20750,0.0558,0.99,4.59,21.6,8,0.3,1.14,15.8,
"0323,13:40",20760,0.0579,1.22,4.59,26.5,8,0.33,0.6,15.8,
"0323,13:40",20770,0.0534,0.74,4.59,16.1,8,0.29,1.1,15.8,
"0323,13:40",20780,0.0624,1.21,4.59,26.4,8,0.35,1.21,15.8,
"0323,13:40",20790,0.0769,1.13,4.59,24.7,8,0.37,1.22,15.8,
"0323,13:40",20800,0.0505,1.37,4.59,29.8,8,0.35,0.67,15.8,
"0323,13:40",20810,0.0563,0.73,4.59,15.9,8,0.33,1.25,15.8,
"0323,13:40",20820,0.0661,1.28,4.59,27.8,8,0.38,1.08,15.8,
"0323,13:40",20830,0.0705,1.16,4.59,25.3,8,0.31,0.81,15.8,
"0323,13:40",20840,0.0546,1.01,4.59,21.9,8,0.29,1.22,15.8,
"0323,13:41",20850,0.0584,0.7,4.59,15.3,8,0.27,0.66,15.8,
"0323,13:41",20860,0.0561,0.58,4.59,12.7,8,0.29,0.62,15.8,
"0323,13:41",20870,0.0516,1.18,4.59,25.8,8,0.31,1.22,15.8,
"0323,13:41",20880,0.0674,0.9,4.59,19.6,8,0.34,1.08,15.8,
"0323,13:41",20890,0.0513,1.14,4.59,24.9,8,0.36,1.26,15.8,
"0323,13:41",20900,0.0665,0.53,4.59,11.6,8,0.3,1.16,15.8,
"0323,13:41",20910,0.0519,1.33,4.59,29.0,8,0.32,1.17,15.8,
"0323,13:41",20920,0.0586,0.99,4.59,21.6,8,0.3,1.27,15.8,
"0323,13:41",20930,0.0606,1.29,4.59,28.1,8,0.35,1.19,15.8,
"0323,13:41",20940,0.0528,1.1,4.59,23.9,8,0.28,0.62,15.8,
"0323,13:41",20950,0.063,0.65,4.59,14.1,8,0.31,1.24,15.8,
"0323,13:41",20960,0.0527,0.59,4.59,12.9,8,0.28,1.15,15.8,
"0323,13:41",20970,0.0502,1.08,4.59,23.5,8,0.37,1.26,15.8,
"0323,13:41",20980,0.062,1.21,4.59,26.4,8,0.35,1.1,15.8,
"0323,13:41",20990,0.0574,0.67,4.59,14.5,8,0.32,1.23,15.8,
"0323,13:41",21000,0.0492,1.21,4.59,26.4,8,0.37,1.09,15.8,
"0323,13:41",21010,0.0518,0.54,4.59,11.9,8,0.29,1.27,15.8,
"0323,13:41",21020,0.058,0.88,4.59,19.1,8,0.38,1.25,15.8,
"0323,13:41",21030,0.0593,0.87,4.59,18.9,8,0.34,0.93,15.8,
"0323,13:41",21040,0.0515,0.72,4.59,15.6,8,0.3,0.9,15.8,
"0323,13:41",21050,0.0536,0.67,4.59,14.6,8,0.28,0.5,15.8,
"0323,13:41",21060,0.0586,0.54,4.59,11.8,8,0.31,1.11,15.8,
"0323,13:41",21070,0.0755,1.34,4.59,29.3,8,0.37,1.26,15.8,
"0323,13:41",21080,0.0622,1.05,4.59,22.8,8,0.34,0.58,15.8,
"0323,13:41",21090,0.062,1.52,4.59,33.1,8,0.38,1.28,15.8,
"0323,13:41",21100,0.0587,1.46,4.59,31.9,8,0.35,1.34,15.8,
"0323,13:41",21110,0.0613,0.98,4.59,21.3,8,0.33,1.31,15.8,
"0323,13:41",21120,0.0595,1.47,4.59,32.0,8,0.37,0.83,15.8,
"0323,13:41",21130,0.0519,1.47,4.59,32.0,8,0.36,0.57,15.8,
"0323,13:41",21140,0.0548,1.12,4.59,24.4,8,0.32,1.07,15.8,
"0323,13:41",21150,0.0595,1.49,4.59,32.6,8,0.35,1.26,15.8,
"0323,13:41",21160,0.0632,1.2,4.59,26.1,8,0.37,1.34,15.8,
"0323,13:41",21170,0.049,1.22,4.59,26.5,8,0.32,1.29,15.8,
"0323,13:41",21180,0.0592,1.47,4.59,32.0,8,0.35,0.72,15.8,
"0323,13:41",21190,0.0598,1.42,4.59,30.9,8,0.34,0.62,15.8,
"0323,13:41",21200,0.0528,0.98,4.59,21.3,8,0.33,1.26,15.8,
"0323,13:41",21210,0.0626,0.73,4.59,15.8,8,0.29,1.11,15.8,
"0323,13:41",21220,0.0579,1.04,4.59,22.6,8,0.35,1.3,15.8,
"0323,13:41",21230,0.0665,1.21,4.59,26.4,8,0.35,1.2,15.7,
"0323,13:41",21240,0.0628,1.28,4.59,27.9,8,0.3,0.88,15.7,
"0323,13:41",21250,0.0741,1.16,4.59,25.3,8,0.31,0.71,15.7,
"0323,13:41",21260,0.0574,1.01,4.59,21.9,8,0.29,1.15,15.7,
"0323,13:41",21270,0.0627,0.65,4.59,14.1,8,0.31,0.88,15.7,
"0323,13:41",21280,0.0802,1.13,4.59,24.7,8,0.37,1.28,15.7,
"0323,13:41",21290,0.06,1.55,4.59,33.8,8,0.4,1.29,15.7,
"0323,13:41",21300,0.0543,0.7,4.59,15.3,8,0.29,1.14,15.7,
"0323,13:41",21310,0.0532,1.21,4.59,26.4,8,0.37,1.09,15.7,
"0323,13:41",21320,0.0562,0.67,4.59,14.5,8,0.32,1.27,15.7,
"0323,13:41",21330,0.051,0.73,4.59,15.8,8,0.29,1.21,15.7,
"0323,13:41",21340,0.0514,1.07,4.59,23.4,8,0.29,1.26,15.7,
"0323,13:41",21350,0.064,1.09,4.59,23.9,8,0.41,1.13,15.7,
"0323,13:41",21360,0.0526,0.82,4.59,17.9,8,0.34,1.34,15.7,
"0323,13:41",21370,0.0638,1.34,4.59,29.3,8,0.36,1.28,15.7,
"0323,13:41",21380,0.0812,0.96,4.59,21.0,8,0.28,1.28,15.7,
"0323,13:41",21390,0.0756,1.28,4.59,27.9,8,0.38,1.17,15.7,
"0323,13:41",21400,0.0591,0.66,4.59,14.5,8,0.37,1.17,15.7,
"0323,13:41",21410,0.0663,0.71,4.59,15.5,8,0.37,1.25,15.7,
"0323,13:41",21420,0.0642,1.15,4.59,25.1,8,0.3,1.26,15.7,
"0323,13:41",21430,0.0599,1.21,4.59,26.4,8,0.35,1.23,15.7,
"0323,13:41",21440,0.064,1.18,4.59,25.7,8,0.36,0.9,15.7,
"0323,13:41",21450,0.0666,1.12,4.59,24.4,8,0.32,1.25,15.7,
"0323,13:41",21460,0.0569,1.47,4.59,32.0,8,0.35,0.65,15.7,
"0323,13:41",21470,0.0559,0.73,4.59,15.9,8,0.33,0.98,15.7,
"0323,13:41",21480,0.0527,1.14,4.59,25.0,8,0.34,0.69,15.7,
"0323,13:41",21490,0.0571,1.24,4.59,27.0,8,0.29,1.2,15.7,
"0323,13:41",21500,0.0507,0.64,4.59,13.9,8,0.29,0.61,15.7,
"0323,13:41",21510,0.056,0.51,4.59,11.2,8,0.29,0.87,15.7,
"0323,13:41",21520,0.0416,0.59,4.59,12.9,8,0.27,0.83,15.7,
"0323,13:41",21530,0.0668,1.56,4.59,34.0,8,0.38,0.87,15.7,
"0323,13:41",21540,0.0643,1.54,4.59,33.6,8,0.35,1.17,15.7,
"0323,13:41",21550,0.0655,1.34,4.59,29.3,8,0.36,1.25,15.7,
"0323,13:41",21560,0.0493,0.7,4.59,15.3,8,0.28,1.14,15.7,
"0323,13:41",21570,0.0682,1.03,4.59,22.5,8,0.38,1.28,15.7,
"0323,13:41",21580,0.0601,1.55,4.59,33.9,8,0.37,0.85,15.7,
"0323,13:41",21590,0.0539,1.03,4.59,22.4,8,0.37,0.96,15.7,
"0323,13:41",21600,0.071,1.31,4.59,28.5,8,0.35,1.12,15.7,
"0323,13:41",21610,0.059,1.2,4.59,26.1,8,0.3,1.29,15.7,
"0323,13:41",21620,0.0707,1.29,4.59,28.2,8,0.3,0.69,15.7,
"0323,13:41",21630,0.0605,1.11,4.59,24.2,8,0.31,1.17,15.7,
"0323,13:41",21640,0.0555,1.17,4.59,25.4,8,0.34,1.16,15.7,
"0323,13:41",21650,0.0548,0.87,4.59,18.9,8,0.36,0.93,15.7,
"0323,13:42",21660,0.0584,1.01,4.59,21.9,8,0.29,1.24,15.7,
"0323,13:42",21670,0.0483,1.18,4.59,25.6,8,0.37,0.75,15.7,
"0323,13:42",21680,0.0502,0.88,4.59,19.1,8,0.31,1.13,15.7,
"0323,13:42",21690,0.0531,1.14,4.59,25.0,8,0.34,1.24,15.7,
"0323,13:42",21700,0.0513,0.7,4.59,15.3,8,0.33,1.03,15.7,
"0323,13:42",21710,0.0569,1.07,4.59,23.4,8,0.32,1.19,15.7,
"0323,13:42",21720,0.0797,1.22,4.59,26.5,8,0.35,1.08,15.7,
"0323,13:42",21730,0.0505,1.33,4.59,29.0,8,0.32,1.11,15.7,
"0323,13:42",21740,0.0519,1.03,4.59,22.4,8,0.37,1.21,15.7,
"0323,13:42",21750,0.0575,0.77,4.59,16.9,8,0.33,1.27,15.7,
"0323,13:42",21760,0.0565,0.64,4.59,13.9,8,0.29,0.61,15.7,
"0323,13:42",21770,0.0539,0.64,4.59,13.8,8,0.32,1.08,15.7,
"0323,13:42",21780,0.0673,1.22,4.59,26.6,8,0.32,1.12,15.7,
"0323,13:42",21790,0.0648,1.23,4.59,26.9,8,0.34,1.31,15.7,
"0323,13:42",21800,0.0644,1.03,4.59,22.5,8,0.38,1.16,15.7,
"0323,13:42",21810,0.0621,1.49,4.59,32.5,8,0.35,0.85,15.7,
"0323,13:42",21820,0.063,1.31,4.59,28.5,8,0.3,0.73,15.7,
"0323,13:42",21830,0.0584,1.2,4.59,26.1,8,0.37,1.13,15.7,
"0323,13:42",21840,0.058,0.7,4.59,15.3,8,0.33,0.86,15.7,
"0323,13:42",21850,0.0509,0.72,4.59,15.6,8,0.3,1.23,15.7,
"0323,13:42",21860,0.062,1.26,4.59,27.5,8,0.34,0.77,15.7,
"0323,13:42",21870,0.0546,1.45,4.59,31.6,8,0.37,0.99,15.7,
"0323,13:42",21880,0.0592,1.21,4.59,26.4,8,0.35,1.08,15.7,
"0323,13:42",21890,0.0574,1.04,4.59,22.6,8,0.36,1.25,15.7,
"0323,13:42",21900,0.056,1.47,4.59,32.0,8,0.35,0.71,15.7,
"0323,13:42",21910,0.0643,0.54,4.59,11.8,8,0.31,1.21,15.7,
"0323,13:42",21920,0.0549,1.08,4.59,23.5,8,0.37,1.02,15.7,
"0323,13:42",21930,0.0599,1.52,4.59,33.1,8,0.38,1.36,15.7,
"0323,13:42",21940,0.058,0.83,4.59,18.1,8,0.32,1.3,15.7,
"0323,13:42",21950,0.0666,1.42,4.59,30.9,8,0.34,0.76,15.7,
"0323,13:42",21960,0.0602,1.1,4.59,24.0,8,0.32,1.19,15.7,
"0323,13:42",21970,0.0571,0.67,4.59,14.6,8,0.29,0.62,15.7,
"0323,13:42",21980,0.0536,0.67,4.59,14.7,8,0.32,1.26,15.7,
"0323,13:42",21990,0.0511,1.08,4.59,23.5,8,0.36,1.34,15.7,
"0323,13:42",22000,0.0585,1.17,4.59,25.4,8,0.34,1.27,15.7,
"0323,13:42",22010,0.0523,1.18,4.59,25.7,8,0.34,1.25,15.7,
"0323,13:42",22020,0.0622,1.45,4.59,31.5,8,0.36,0.74,15.7,
"0323,13:42",22030,0.0548,0.72,4.59,15.6,8,0.3,1.28,15.6,
"0323,13:42",22040,0.0531,0.88,4.59,19.1,8,0.31,1.21,15.6,
"0323,13:42",22050,0.0579,1.05,4.59,22.8,8,0.34,1.29,15.6,
"0323,13:42",22060,0.0537,1.29,4.59,28.2,8,0.38,1.36,15.6,
"0323,13:42",22070,0.0615,1.02,4.59,22.3,8,0.3,1.14,15.6,
"0323,13:42",22080,0.0585,0.98,4.59,21.3,8,0.33,1.19,15.6,
"0323,13:42",22090,0.0696,1.43,4.59,31.2,8,0.37,0.87,15.6,
"0323,13:42",22100,0.0552,0.56,4.59,12.2,8,0.28,1.2,15.6,
"0323,13:42",22110,0.0508,0.7,4.59,15.3,8,0.3,1.19,15.6,
"0323,13:42",22120,0.0645,0.5,4.59,10.8,8,0.27,1.1,15.6,
"0323,13:42",22130,0.0643,1.55,4.59,33.9,8,0.34,1.27,15.6,
"0323,13:42",22140,0.0656,1.31,4.59,28.5,8,0.3,1.19,15.6,
"0323,13:42",22150,0.0537,0.63,4.59,13.8,8,0.36,0.95,15.6,
"0323,13:42",22160,0.0621,0.71,4.59,15.4,8,0.31,1.16,15.6,
"0323,13:42",22170,0.0591,1.56,4.59,33.9,8,0.39,0.75,15.6,
"0323,13:42",22180,0.0595,1.26,4.59,27.5,8,0.34,0.65,15.6,
"0323,13:42",22190,0.0644,1.21,4.59,26.4,8,0.35,1.24,15.6,
"0323,13:42",22200,0.0611,0.82,4.59,17.9,8,0.34,1.04,15.6,
"0323,13:42",22210,0.0438,1.37,4.59,29.8,8,0.35,1.29,15.6,
"0323,13:42",22220,0.0505,0.67,4.59,14.7,8,0.32,1.1,15.6,
"0323,13:42",22230,0.06,0.9,4.59,19.6,8,0.34,1.17,15.6,
"0323,13:42",22240,0.0483,1.26,4.59,27.5,8,0.36,1.34,15.6,
"0323,13:42",22250,0.0605,0.84,4.59,18.3,8,0.35,1.24,15.6,
"0323,13:42",22260,0.054,1.17,4.59,25.5,8,0.3,0.65,15.6,
"0323,13:42",22270,0.0612,1.46,4.59,31.9,8,0.35,0.73,15.6,
"0323,13:42",22280,0.0584,0.68,4.59,14.7,8,0.28,1.16,15.6,
"0323,13:42",22290,0.0702,1.02,4.59,22.2,8,0.3,0.72,15.6,
"0323,13:42",22300,0.0532,0.64,4.59,13.8,8,0.32,0.62,15.6,
"0323,13:42",22310,0.0579,1.22,4.59,26.6,8,0.32,1.23,15.6,
"0323,13:42",22320,0.0584,0.56,4.59,12.2,8,0.32,1.19,15.6,
"0323,13:42",22330,0.065,1.23,4.59,26.8,8,0.35,0.63,15.6,
"0323,13:42",22340,0.0641,0.98,4.59,21.4,8,0.31,1.31,15.6,
"0323,13:42",22350,0.0528,0.51,4.59,11.2,8,0.29,0.84,15.6,
"0323,13:42",22360,0.0535,1.19,4.59,26.0,8,0.36,1.01,15.6,
"0323,13:42",22370,0.0614,1.24,4.59,27.1,8,0.38,1.31,15.6,
"0323,13:42",22380,0.0577,0.84,4.59,18.3,8,0.35,1.29,15.6,
"0323,13:42",22390,0.0556,1.39,4.59,30.2,8,0.35,0.85,15.6,
"0323,13:42",22400,0.0538,0.55,4.59,12.0,8,0.28,0.53,15.6,
"0323,13:42",22410,0.0531,0.72,4.59,15.7,8,0.31,0.94,15.6,
"0323,13:42",22420,0.0522,0.97,4.59,21.2,8,0.38,0.9,15.6,
"0323,13:42",22430,0.0758,1.13,4.59,24.7,8,0.37,1.18,15.6,
"0323,13:42",22440,0.0533,0.83,4.59,18.2,8,0.37,1.21,15.6,
"0323,13:42",22450,0.0557,0.98,4.59,21.3,8,0.33,1.13,15.6,
"0323,13:42",22460,0.0543,0.99,4.59,21.6,8,0.3,1.12,15.6,
"0323,13:43",22470,0.0527,1.07,4.59,23.4,8,0.32,1.3,15.6,
"0323,13:43",22480,0.0503,1.11,4.59,24.2,8,0.31,1.29,15.6,
"0323,13:43",22490,0.0549,0.51,4.59,11.2,8,0.29,1.2,15.6,
"0323,13:43",22500,0.0611,1.01,4.59,22.1,8,0.34,1.31,15.6,
"0323,13:43",22510,0.0647,0.84,4.59,18.3,8,0.35,0.99,15.6,
"0323,13:43",22520,0.0452,0.67,4.59,14.7,8,0.32,0.96,15.6,
"0323,13:43",22530,0.0626,1.31,4.59,28.5,8,0.35,1.34,15.6,
"0323,13:43",22540,0.0555,1.47,4.59,32.0,8,0.36,0.6,15.6,
"0323,13:43",22550,0.0536,1.04,4.59,22.6,8,0.35,0.96,15.6,
"0323,13:43",22560,0.054,1.17,4.59,25.4,8,0.34,0.71,15.6,
"0323,13:43",22570,0.0582,1.18,4.59,25.7,8,0.29,1.17,15.6,
"0323,13:43",22580,0.0628,1.28,4.59,27.9,8,0.3,0.74,15.6,
"0323,13:43",22590,0.0537,1.18,4.59,25.6,8,0.37,1.34,15.6,
"0323,13:43",22600,0.0492,1.14,4.59,24.9,8,0.35,1.21,15.6,
"0323,13:43",22610,0.0527,0.56,4.59,12.3,8,0.28,1.15,15.6,
"0323,13:43",22620,0.0542,0.99,4.59,21.6,8,0.3,1.29,15.6,
"0323,13:43",22630,0.0625,0.56,4.59,12.2,8,0.28,0.88,15.6,
"0323,13:43",22640,0.061,0.82,4.59,17.9,8,0.34,1.12,15.6,
"0323,13:43",22650,0.0601,1.19,4.59,25.9,8,0.31,0.49,15.6,
"0323,13:43",22660,0.0578,1.43,4.59,31.2,8,0.37,0.65,15.6,
"0323,13:43",22670,0.0542,1.1,4.59,24.0,8,0.34,1.25,15.6,
"0323,13:43",22680,0.056,1.46,4.59,31.9,8,0.34,0.74,15.6,
"0323,13:43",22690,0.0565,1.02,4.59,22.2,8,0.3,1.17,15.6,
"0323,13:43",22700,0.0581,1.19,4.59,25.9,8,0.3,1.28,15.6,
"0323,13:43",22710,0.0567,1.2,4.59,26.2,8,0.33,0.58,15.6,
"0323,13:43",22720,0.0513,0.72,4.59,15.6,8,0.3,1.23,15.6,
"0323,13:43",22730,0.061,1.37,4.59,29.8,8,0.31,1.3,15.6,
"0323,13:43",22740,0.0639,1.02,4.59,22.3,8,0.3,1.21,15.6,
"0323,13:43",22750,0.0685,1.48,4.59,32.3,8,0.37,0.63,15.6,
"0323,13:43",22760,0.0543,0.87,4.59,18.9,8,0.36,1.03,15.6,
"0323,13:43",22770,0.0733,1.13,4.59,24.7,8,0.37,1.11,15.6,
"0323,13:43",22780,0.0566,0.98,4.59,21.4,8,0.31,1.11,15.6,
"0323,13:43",22790,0.0566,1.26,4.59,27.5,8,0.37,1.22,15.6,
"0323,13:43",22800,0.0558,0.66,4.59,14.5,8,0.37,1.15,15.6,
"0323,13:43",22810,0.053,0.54,4.59,11.8,8,0.31,0.88,15.6,
"0323,13:43",22820,0.0484,1.3,4.59,28.3,8,0.36,1.29,15.6,
"0323,13:43",22830,0.0471,1.14,4.59,24.9,8,0.36,1.29,15.6,
"0323,13:43",22840,0.0544,1.2,4.59,26.1,8,0.38,1.07,15.6,
"0323,13:43",22850,0.0541,0.49,4.59,10.6,8,0.27,0.58,15.6,
"0323,13:43",22860,0.0649,1.05,4.59,22.9,8,0.38,0.89,15.6,
"0323,13:43",22870,0.05,0.54,4.59,11.9,8,0.28,0.94,15.6,
"0323,13:43",22880,0.0576,0.7,4.59,15.3,8,0.29,1.12,15.6,
"0323,13:43",22890,0.0549,1.47,4.59,32.0,8,0.35,0.76,15.6,
"0323,13:43",22900,0.0521,0.97,4.59,21.2,8,0.38,1.28,15.5,
"0323,13:43",22910,0.0494,1.05,4.59,22.8,8,0.34,1.2,15.5,
"0323,13:43",22920,0.0724,1.28,4.59,27.9,8,0.38,1.14,15.5,
"0323,13:43",22930,0.0505,0.74,4.59,16.1,8,0.29,1.17,15.5,
"0323,13:43",22940,0.0682,1.23,4.59,26.8,8,0.35,0.79,15.5,
"0323,13:43",22950,0.0537,1.01,4.59,21.9,8,0.29,1.16,15.5,
"0323,13:43",22960,0.0561,0.9,4.59,19.6,8,0.34,1.26,15.5,
"0323,13:43",22970,0.0557,0.73,4.59,15.9,8,0.33,1.25,15.5,
"0323,13:43",22980,0.0484,0.67,4.59,14.7,8,0.32,1.27,15.5,
"0323,13:43",22990,0.057,1.21,4.59,26.4,8,0.37,1.22,15.5,
"0323,13:43",23000,0.0508,0.71,4.59,15.6,8,0.3,0.96,15.5,
"0323,13:43",23010,0.0496,1.18,4.59,25.6,8,0.37,1.26,15.5,
"0323,13:43",23020,0.0513,1.04,4.59,22.6,8,0.35,0.98,15.5,
"0323,13:43",23030,0.057,1.29,4.59,28.2,8,0.38,1.25,15.5,
"0323,13:43",23040,0.0712,1.23,4.59,26.9,8,0.35,1.25,15.5,
"0323,13:43",23050,0.0588,0.87,4.59,18.9,8,0.34,1.25,15.5,
"0323,13:43",23060,0.0487,0.73,4.59,15.9,8,0.29,1.27,15.5,
"0323,13:43",23070,0.054,1.43,4.59,31.2,8,0.34,0.85,15.5,
"0323,13:43",23080,0.0559,1.22,4.59,26.6,8,0.32,1.26,15.5,
"0323,13:43",23090,0.0684,1.55,4.59,33.9,8,0.34,0.8,15.5,
"0323,13:43",23100,0.0633,1.18,4.59,25.7,8,0.36,0.74,15.5,
"0323,13:43",23110,0.0482,0.82,4.59,17.9,8,0.34,1.13,15.5,
"0323,13:43",23120,0.0496,0.59,4.59,12.9,8,0.29,1.13,15.5,
"0323,13:43",23130,0.0595,1.43,4.59,31.2,8,0.37,0.67,15.5,
"0323,13:43",23140,0.0633,0.84,4.59,18.3,8,0.35,1.08,15.5,
"0323,13:43",23150,0.062,1.29,4.59,28.2,8,0.3,1.18,15.5,
"0323,13:43",23160,0.0473,1.16,4.59,25.3,8,0.33,1.18,15.5,
"0323,13:43",23170,0.0504,1.19,4.59,26.0,8,0.36,1.24,15.5,
"0323,13:43",23180,0.0597,0.88,4.59,19.1,8,0.32,1.17,15.5,
"0323,13:43",23190,0.0544,1.43,4.59,31.2,8,0.34,0.64,15.5,
"0323,13:43",23200,0.0565,1.45,4.59,31.6,8,0.37,1.32,15.5,
"0323,13:43",23210,0.0623,1.09,4.59,23.9,8,0.41,1.23,15.5,
"0323,13:43",23220,0.0617,1.37,4.59,29.8,8,0.31,0.72,15.5,
"0323,13:43",23230,0.0537,0.82,4.59,17.9,8,0.34,0.95,15.5,
"0323,13:43",23240,0.0643,1.29,4.59,28.2,8,0.3,0.63,15.5,
"0323,13:43",23250,0.063,1.23,4.59,26.9,8,0.35,1.31,15.5,
"0323,13:43",23260,0.0622,1.22,4.59,26.5,8,0.32,1.27,15.5,
"0323,13:44",23270,0.0533,0.72,4.59,15.7,8,0.3,1.17,15.5,
"0323,13:44",23280,0.0603,1.1,4.59,24.0,8,0.35,0.94,15.5,
"0323,13:44",23290,0.0542,0.98,4.59,21.3,8,0.33,1.13,15.5,
"0323,13:44",23300,0.0699,1.28,4.59,27.8,8,0.38,1.33,15.5,
"0323,13:44",23310,0.0608,1.05,4.59,22.8,8,0.34,0.72,15.5,
"0323,13:44",23320,0.0742,1.22,4.59,26.5,8,0.34,1.31,15.5,
"0323,13:44",23330,0.0544,1.07,4.59,23.4,8,0.28,1.16,15.5,
"0323,13:44",23340,0.0554,0.99,4.59,21.6,8,0.3,1.19,15.5,
"0323,13:44",23350,0.0537,1.12,4.59,24.4,8,0.32,1.19,15.5,
"0323,13:44",23360,0.0533,1.19,4.59,26.0,8,0.37,1.24,15.5,
"0323,13:44",23370,0.0459,0.7,4.59,15.3,8,0.28,0.93,15.5,
"0323,13:44",23380,0.0538,0.73,4.59,15.9,8,0.29,1.24,15.5,
"0323,13:44",23390,0.0591,0.56,4.59,12.2,8,0.28,1.25,15.5,
"0323,13:44",23400,0.0591,1.18,4.59,25.7,8,0.34,0.8,15.5,
"0323,13:44",23410,0.0577,1.14,4.59,25.0,8,0.34,1.19,15.5,
"0323,13:44",23420,0.0676,1.1,4.59,24.1,8,0.29,0.62,15.5,
"0323,13:44",23430,0.0577,0.5,4.59,10.8,8,0.27,1.21,15.5,
"0323,13:44",23440,0.0545,0.58,4.59,12.6,8,0.28,0.64,15.5,
"0323,13:44",23450,0.0552,1.11,4.59,24.2,8,0.31,1.29,15.5,
"0323,13:44",23460,0.0533,1.32,4.59,28.7,8,0.37,0.84,15.5,
"0323,13:44",23470,0.0506,1.19,4.59,25.9,8,0.3,1.2,15.5,
"0323,13:44",23480,0.0589,1.06,4.59,23.2,8,0.33,1.17,15.5,
"0323,13:44",23490,0.0503,0.54,4.59,11.9,8,0.28,0.58,15.5,
"0323,13:44",23500,0.0518,1.21,4.59,26.4,8,0.37,1.25,15.5,
"0323,13:44",23510,0.0599,1.48,4.59,32.3,8,0.37,1.35,15.5,
"0323,13:44",23520,0.0653,1.09,4.59,23.9,8,0.41,1.28,15.5,
"0323,13:44",23530,0.0612,1.34,4.59,29.3,8,0.36,1.25,15.5,
"0323,13:44",23540,0.0514,1.52,4.59,33.1,8,0.38,1.25,15.5,
"0323,13:44",23550,0.0531,0.72,4.59,15.6,8,0.3,0.87,15.5,
"0323,13:44",23560,0.052,1.07,4.59,23.4,8,0.28,1.2,15.5,
"0323,13:44",23570,0.0741,0.96,4.59,21.0,8,0.28,0.69,15.5,
"0323,13:44",23580,0.0547,1.05,4.59,22.8,8,0.34,1.21,15.5,
"0323,13:44",23590,0.0584,0.67,4.59,14.5,8,0.32,1.19,15.5,
"0323,13:44",23600,0.0608,1.18,4.59,25.7,8,0.36,0.78,15.5,
"0323,13:44",23610,0.0605,1.23,4.59,26.9,8,0.34,1.28,15.5,
"0323,13:44",23620,0.0558,0.54,4.59,11.8,8,0.31,1.06,15.5,
"0323,13:44",23630,0.0567,0.49,4.59,10.6,8,0.27,1.15,15.5,
"0323,13:44",23640,0.0571,0.71,4.59,15.5,8,0.37,0.95,15.5,
"0323,13:44",23650,0.0564,1.11,4.59,24.2,8,0.31,0.71,15.5,
"0323,13:44",23660,0.0782,1.22,4.59,26.5,8,0.34,1.3,15.5,
"0323,13:44",23670,0.0544,1.1,4.59,24.0,8,0.34,1.24,15.5,
"0323,13:44",23680,0.0441,0.58,4.59,12.7,8,0.28,1.08,15.5,
"0323,13:44",23690,0.0618,1.02,4.59,22.3,8,0.3,0.64,15.5,
"0323,13:44",23700,0.0598,0.71,4.59,15.5,8,0.37,1.26,15.5,
"0323,13:44",23710,0.0596,1.06,4.59,23.2,8,0.33,1.13,15.5,
"0323,13:44",23720,0.0546,1.48,4.59,32.3,8,0.37,0.69,15.5,
"0323,13:44",23730,0.0526,1.07,4.59,23.4,8,0.28,1.08,15.5,
"0323,13:44",23740,0.0523,0.58,4.59,12.7,8,0.29,1.1,15.5,
"0323,13:44",23750,0.0512,1.29,4.59,28.2,8,0.38,1.28,15.5,
"0323,13:44",23760,0.0548,0.63,4.59,13.8,8,0.36,1.22,15.5,
"0323,13:44",23770,0.0523,0.7,4.59,15.3,8,0.33,1.19,15.5,
"0323,13:44",23780,0.0578,1.2,4.59,26.2,8,0.33,0.66,15.5,
"0323,13:44",23790,0.058,0.71,4.59,15.4,8,0.28,0.84,15.5,
"0323,13:44",23800,0.06,0.88,4.59,19.1,8,0.32,1.24,15.5,
"0323,13:44",23810,0.0592,1.01,4.59,22.1,8,0.34,0.64,15.5,
"0323,13:44",23820,0.0661,1.57,4.59,34.3,8,0.41,0.93,15.5,
"0323,13:44",23830,0.051,0.87,4.59,18.9,8,0.36,1.27,15.5,
"0323,13:44",23840,0.0604,1.34,4.59,29.3,8,0.37,0.97,15.5,
